X,Y
1.514311469339312,3.1966847425084275
1.4748566955201445,2.7521812395095187
2.4251936055747594,2.250179672240396
1.820368787986805,2.6399851478434235
2.601967258981177,1.9412672402825164
1.653339191873856,1.4981634208713035
2.0919990462924503,2.9465483002403663
1.751703646118302,1.898601947464791
2.544816598456865,2.5698262867417303
2.174859206785283,2.573832835886088
2.8452980264600916,3.5347560064167594
3.501774098639621,3.0459075201054944
2.1595353648431432,2.4766002288474556
2.3437176456013504,2.8111661670637784
3.2965427780355188,3.0163736553528375
2.5245114167895784,2.822028164939565
2.928876004095959,3.0492645751050427
4.657312147086481,4.416761966702188
3.5159560687165436,3.4367420951046874
2.8404948704111708,3.7555323193930255
4.150362910552216,4.097083626853591
2.860903392994127,3.5283699270891757
3.9438377187372433,3.0810583776164755
3.8905069759233966,4.470717167142596
3.3228906433058643,3.7797805294709117
5.433504038447435,4.799371353375107
3.507628477599125,3.7539469940177437
3.7881938913994895,3.583774018539785
4.213064907931305,4.126349004287459
4.465961546918121,5.494237618657613
4.742648457549194,4.059895754368606
4.040757162157881,4.766365370411388
4.404208309885675,4.02552031376046
4.478614914691099,4.345876977904591
4.692267666416278,5.6863525013253415
5.282876438152494,4.873098603212275
4.96214959007178,5.787784315167839
4.7376694772256105,4.386985491044894
4.889703791509467,5.071078039314267
4.8008317323309715,6.037317520827022
5.024027794777204,4.847486330955364
6.716526785739445,5.276959989640394
4.964818879689889,5.312619514091936
5.19231459279992,5.838474631179848
6.3725193183545645,6.161972804439807
6.072690460897312,6.174976191567363
6.391115761259185,6.064906342318789
5.724992840517451,5.529570907693197
5.642057559523845,5.338706680670849
6.994702520235896,7.314915408019156
5.846673296849288,5.9337921998437295
5.697115645912827,8.159493820744592
5.877478096451276,6.055267538376054
6.796258646842865,7.166981718694652
6.663742220886896,6.146260737825458
6.722858096556957,8.71887785983472
6.386476103365291,8.131029393796165
6.217801795385069,6.102161869281417
8.626199783943164,6.910913480237087
7.22900192156532,6.351902040418575
6.611985339582406,6.824019418274913
7.075947395579356,8.39398632972038
7.805449319814798,7.508838487818717
7.8650419444619555,7.269151958609197
7.121666169457972,7.322285178078645
7.278213871738295,6.989122842418099
7.1490749889252845,7.230586746091006
7.917534904774554,8.862098014441361
8.072735856328729,9.571970368133552
7.494396499687488,7.7749210872638805
7.664720225722407,8.283354464237545
7.652782887619096,8.218927163218869
8.708732680832698,8.787029659925835
9.149932724408616,7.979915586885756
9.067954009252555,8.668275867368685
8.082541131708176,8.82583068103557
8.579844585958439,8.464302294404028
8.013687658675487,8.602838567276388
8.438522185797488,8.099674938201076
9.322163109703748,9.957742617487199
8.66424127667877,9.047253829447502
8.771161928449919,8.639504536035949
8.688940698170562,10.899017741301552
8.61207663817455,10.483401090143063
8.988302473506602,9.63578747891234
8.927616777432496,10.01532830899827
10.1351140989178,10.69770590867183
8.907778189464025,9.116857894202548
9.196557359463,9.982764373293744
9.309845475610993,9.332522736071983
10.416337057519153,9.538762340407901
10.067765659985378,11.650331482692813
10.871097425622887,10.137055008564612
10.209236156343431,9.91357016538252
11.287242515682799,11.789100239603805
10.434046412536366,10.10680298615969
10.10187966737914,9.774978093544531
10.449077309405912,10.214603858605441
11.21581398014031,10.354363084348854
13.367343210234353,11.354613436404495
