X,Y
2.0130919192938475,1.6002962273733665
1.281740575966884,1.4288051415652556
1.8629860541622274,0.654253771786891
1.1544197504587614,1.2504005635326527
1.7161829607592824,1.432198509541416
2.9451155282454375,1.645257277798896
2.289444633962678,0.6908104612298742
2.8924065625989126,1.294487879955806
4.236828719154184,1.5532889086487587
1.9769850649945173,1.097682297354398
2.2170015750138017,2.7274557314481864
3.270888381693419,1.1994847669939164
2.3891123553522413,2.325281834472805
2.8559922810956913,1.874409655982787
2.6212337671117094,2.5168118297789817
2.4824738203839702,3.173580046066659
2.70222476082177,1.5364729182523496
3.1099216159740095,1.8829162752400475
2.7699922912490518,2.1420437903768907
4.050691756963642,1.9624532502371792
4.3549905069998935,2.902982301204263
3.366311877920949,3.7395386662560393
3.54747314275632,3.996531259790787
3.13127372267114,3.6452820367912757
3.8337948721263695,3.2561251533026363
4.718340010929076,2.5064267109733303
3.4843221018408568,3.455900038088905
3.91798431529696,4.413144162912069
4.475849566581328,4.139930790480701
4.12024249019983,2.895999085879376
4.223228454709304,4.4578571931039
4.484349219359773,4.285620892921108
4.911392020179363,4.470803822889836
4.755301519589186,3.4356924071010138
5.703078935007279,3.26127838116033
4.230662614165876,3.2151992772464713
5.0691293355525,4.991090249185416
4.796250034993501,4.013085033053853
4.611951456219715,4.029615330033655
4.913132631044129,4.6367283206031455
4.8164382774649175,4.911750225885468
6.037191778251616,3.935641935472
5.251546043270913,4.755445726948227
5.9926451211451885,4.119645597791932
5.007505075017307,5.6845563789315285
5.586816662184443,5.445276555450835
5.975592555892751,5.045098182127269
6.58498371749388,5.273634115070753
5.577619823937646,4.656333843315246
5.447023183554232,6.062719176043416
6.090899600448552,5.574827829962856
5.749955390632873,5.773855959924387
7.517518506098133,6.325569597856247
8.010164082831443,5.468416994953772
5.976544237397201,6.057265227331392
6.730337120153259,5.798428443019369
6.685433076869647,6.662022083864029
6.8819566111696755,6.861640931929786
7.803201765735702,6.7384092304739704
7.848917887094069,6.745201046794238
7.6056452530459815,5.532563489497047
7.008401496207741,6.804651812109315
7.324040218368457,5.641779035489506
7.431275907526085,6.420472081706201
6.82182625970915,6.172310709452961
7.308027108468662,6.858404545149004
7.908363849390362,6.6895014411836975
7.650849090953786,8.035527222947012
8.629898704439062,7.584829338531218
7.436336258445942,7.302245381632634
9.253954646771547,7.743134158280819
7.978832561215671,7.9888810774565435
8.600022635244823,8.269269002578552
8.152847596801854,8.19524487200626
9.012933476537484,7.303825050588179
9.169335800302036,8.28210138945949
9.130449046262767,7.381494738891475
8.733561353687003,8.579446416938413
9.127952829080336,8.25344256164567
8.814496236189987,8.973384407625215
9.168565539674898,7.4719531080861765
9.249362207746866,7.783028149296766
10.132559551946803,8.415875264857712
9.642556879271465,8.43502788306883
9.350198510210967,8.101026773957884
9.162714430322904,8.075508397324027
9.836063362872002,9.40982711387803
9.389688650925406,9.409302838823757
9.06951470504152,8.686205321396685
9.809693532914725,9.406893462975367
9.998148619379972,10.094226231506267
10.215290187404282,8.767131834178365
10.00077334731222,8.527563246537342
9.516965177565881,8.866559853059785
10.558272621037121,9.795494682570318
9.982631461586504,8.812396368907107
11.804041477075355,10.213251596047286
11.41377331110237,10.759819263605912
11.278284197262735,10.70405465067494
11.375148537656795,9.415076421550715
